nombre,avance,monto,direccion,comuna,barrio,fecha_inicio,fecha_fin,tipo,descripcion
Pasaje Troilo: Calles Sustentables,100.0,0.0,"Troilo, Anibal 901",5,Almagro,2016-11-16,2017-08-05,Espacio Público,El sector que se intervino está situado en la calle Aní­bal Troilo al 900 entre las calles Sarmiento y la Av. Corrientes. El objetivo fue el de mejorar el funcionamiento y optimizar el uso del espacio público para los vecinos y ciudadanos que concurren dí­a a dí­a por esta calle como así­ también los transeúntes ocasionales que la viven. Fue conveniente realizar la sectorización estratégica de una única senda de estacionamiento vehicular a 45 grados y se implantó mayores superficies verdes con vegetaciones autóctonas en las esquinas y colocando fajas verdes sobre los cordones.
Autopista 25 De Mayo: Puesta en valor lateral sub sede Comuna 3,100.0,0.0,"Jenner, Eduardo, Dr. Y Sarandi",3,San Cristóbal,2016-12-23,2017-04-15,Espacio Público,"Se realizó la remodelación del pasaje y muro lateral de la Autopista 25 de Mayo, linderos al edificio de la Subsede N°3. Dentro de la intervención se consideraron: - cambio total del solado del pasaje brindando color y una mejora estética, pintado del muro lateral de la Autopista 25 de Mayo, incorporación de vegetación a la zona. Además, se agregaron enredaderas y trepadoras generando un lí­mite verde más agradable y se incorporó iluminación a nivel peatonal a lo largo del desarrollo del proyecto otorgando mayor seguridad al pasaje para que pueda ser usado a toda hora."
Hospital Zubizarreta - Reforma Frente Y Puesta,100.0,0.0,Nueva York 3952,11,Villa Devoto,2015-01-06,2017-03-05,Arquitectura,"El proyecto se basó en la puesta en valor del frente del Hospital Zubizarreta. Para esto se realizaron diferentes trabajos: La creación de una plaza seca que se articularon a través de fajas de vegetación que tienen presencia en las tres dimensiones. Se generó una marquesina metálica, flanqueando el ingreso principal que dio escala y presencia a el espacio de ingreso y que a su vez es un espacio contenedor donde las circulaciones peatonales y para discapacitados toman fuerza. La marquesina fue realizada sobre un elemento metálico en donde los llenos y vací­os se conformaron a partir de jardines en altura que expresan la continuidad de la plaza dando colores, aromas y armoní­a a un espacio que se encontraba en constante degradación."
Plaza Discépolo,100.0,0.0,La Plata Av. Y Cobo Av.,7,Parque Chacabuco,2016-12-28,2017-05-20,Espacio Público,"Se llevó a cabo la puesta en valor de la Plaza Discépolo aumentando la superficie verde con plantaciones nuevas, mejorando los caminos internos creando así­ espacios de descanso y nuevo equipamiento urbano."
"La Redonda, Iglesia de Belgrano.",100.0,0.0,Vuelta De Obligado 2050,13,Belgrano,2016-09-30,2017-04-30,Arquitectura,"Se trabajó en la mejora de plazas, parques, patios y plazoletas de la Ciudad para que los vecinos de todas las comunas continúen disfrutando del espacio público. El mantenimiento integral de los espacios verdes se pensó con el objetivo de mejorar el estado de los espacios verdes de la ciudad que constituyen puntos de encuentro de vecinos y fomentan la interacción, la actividad fí­sica y el juego."
Plaza 1ro De Mayo,100.0,0.0,"Alsina, Adolfo Y Pasco",3,Balvanera,2016-10-21,2017-04-29,Espacio Público,"La puesta en valor consistió de en la reubicación del patio de juegos aportando nuevos juegos inclusivos y solado de baldosa anti golpe para proporcionar accesibilidad, reacondicionamiento del mobiliario existente. En el sector del anterior patio de juegos se realizó un sector deportivo reubicando la cancha deportiva y sumando equipamiento para dichas actividades como fútbol tenis, ping pong, metegol, postas aeróbicas y una cinta para realizar actividades aeróbicas. Además, se reemplazaron todos los cestos de basura existentes, se reacondiciono el canil. "
Plaza General Ramí­rez - Etapa 2.,100.0,0.0,"Moldes Y Pedraza, Manuela",13,Nuñez,2016-10-03,2017-10-04,Espacio Público,"Se mejoró la infraestructura deportiva y mobiliarios para esparcimiento, se colocaron postas aeróbicas mobiliario para el descanso, paisajismo, entre otras."
Barrio Las Palomas: Mejoras En Frentes â Las Palomas,100.0,0.0,Riestra Av. 3205,8,Villa Soldati,2017-04-17,2017-07-01,Vivienda,Mejoras En Los Frentes De Las Parcelas Regularizadas De La Manzana 7f Donde Se Realizará Diferentes Tareas De Acuerdo A Las Necesidad De Cada Frente
Barrio 26 De Junio: Mejoras En Frentes - 33 Viviendas,100.0,0.0,Portela Y Riestra Av.,8,Villa Soldati,2017-04-17,2017-06-16,Vivienda,Repararacion De Los Frentes De Las Viviendas Ubicados En El Complejo Habitacional 33 Viviendas
Ecoparque: Quirófano (Obra),100.0,0.0,Republica De La India 3000,14,Palermo,2017-03-23,2017-11-16,Arquitectura,Se realizó la readecuación y refuncionalización de los quirófanos en el edificio perteneciente al Hospital.
Ecoparque: Felinos Grandes - Modificaciones En Recinto,100.0,0.0,Republica De La India 3000,14,Palermo,2017-10-30,2017-12-28,Arquitectura,"Se realizaron trabajos de desmonte, instalación de jaulas, trabajos de herrerí­a, reparaciones en el sector de recintos de Felinos."
Hospital Durand - Remodelación Y Reubicación Servicio Anatomí­a Patológica,100.0,0.0,Diaz Velez Av. 5044,6,Caballito,2017-07-26,2018-10-31,Salud,"La obra de arquitectura consistió en la remodelación del 5to piso del Pabellón Romano del Hospital Gral. de Agudos Durand, donde se ubicó el servicio de anatomí­a patológica, servicio que funcionaba en el Edificio VII del Hospital. La superficie cubierta aproximada de intervención fue de 240 m2. La planta fí­sica cuenta con: laboratorio de histologí­a, macroscopia, citologí­a, inmunohistoquí­mica, locales de diagnóstico de citologí­a e inmunohistoquí­mica, y locales de apoyo tal como, jefatura, jefe de sección de médicos, estar personal, local de residentes, secretaria, depósito y vestuario de personal."
Hospital Penna - Infraestructura y seguridad - 1° Etapa,100.0,0.0,"Chutro, Pedro, Prof., Dr. 3380",4,Parque Patricios,2016-09-23,2017-07-31,Salud,"La primer etapa de la obra de seguridad consistió en la colocación de rejas de seguridad sobre frente de edificio de guardia (acceso por calle Pedro Chutro), más un cerco de cerramiento de planta baja en neonatologí­a"
Hospital Piñero - Proyecto De Reestructuración - Remodelación Guardia Pediátrica Y Traslado Farmacia,100.0,0.0,Varela Av. 1301,7,Flores,2017-07-08,2019-02-28,Salud,"La obra comprendió la remodelación y ampliación de la guardia de pediatrí­a ubicada en el Pabellón IV avanzando sobre el sector de farmacia el cual se trasladó al Pabellón II de manera de que se unificó el servicio, realizando una remodelación integral de ala correspondiente con la provisión de materiales, equipos y mano de obra especializada. S debió contemplar la adecuación de un sector para el funcionamiento provisorio de la guardia pediátrica y la incorporación de containers para depósitos de farmacia realizando la ejecución por etapas que permitieron el funcionamiento de áreas mientras duraron las obras. La superficie de intervención fue de un total de 635 m2 correspondientes a 115 m2 de guardia pediátrica, 52 m2 de hall de espera y 468 m2 de farmacia."
Ecoparque: Felinos Chicos - Modificaciones En Recinto,100.0,0.0,Republica De La India 3000,14,Palermo,2017-01-11,2017-12-29,Arquitectura,Se llevó a cabo las modificaciones en el recinto de felino chicos y se unificó con felinos grandes.
Ecoparque: Isla Cóndor - Modificaciones En Recinto,100.0,0.0,Republica De La India 3000,14,Palermo,2017-10-31,2017-12-26,Arquitectura,Se realizaron trabajos de mantenimiento (reparación y readecuación) y una obra nueva que se llevó a cabo en la Isla Biologí­a proyecto Cóndor.
Barrio Rodrigo Bueno: Infraestructura,100.0,0.0,España Av. 1800,4,La Boca,2018-06-22,2019-03-31,Hidráulica e Infraestructura,"Barrio Rodrigo Bueno Etapa 3. Infraestructura. Av. España, Reserva Ecológica Costanera Sur y barrio existente Rodrigo Bueno, barrio Puerto Madero, Comuna 1."
Acumar: Alvarado - Infraestructura,100.0,0.0,Alvarado,4,Barracas,2018-07-18,2020-03-31,Hidráulica e Infraestructura,"Ejecución de la infraestructura correspondiente a las 231 viviendas en construcción del barrio Alvarado, ubicado en las calles Australia, ví­as FF.CC., Agustí­n Magaldi y Alvarado, circunscripción 2, sección 26, manzana 37, Bº Barracas"
"Distrito Tecnológico: Retiro De Sistema De Almacenamiento Subterráneo De Hidrocarburos (Sash), Tanques, Cañerí­as Y Acceso A Predio Usal",100.0,0.0,"Zabaleta 330,332,348",4,Parque Patricios,2015-06-11,2015-09-08,Hidráulica E Infraestructura,Tratamiento De Suelos Contaminados Con Hidrocarburos
Barrio Fraga: Demoliciones,100.0,0.0,"Fraga Y Garcia, Teodoro",15,Chacarita,2017-11-06,2018-01-15,Hidráulica e Infraestructura,"Se demolieron los galpones existentes en el Barrio Fraga, Barrio Chacarita, Comuna 15."
Parque Avellaneda: Puesta En Valor De Asociación Vecinal Florentino Ameghino Y Biblioteca Popular,100.0,0.0,La Facultad 1772,9,Parque Avellaneda,2015-11-24,2016-01-22,Arquitectura,"Remodelacion General Y Puesta En Valor Contemplan, Mamposteria, Carpinterias Pintura E Instalaciones En General"
Barrio Fraga: Infraestructura,100.0,0.0,"Fraga Y Garcia, Teodoro",15,Chacarita,2018-01-08,2020-03-31,Hidráulica e Infraestructura,"Se están ejecutando obras de infraestructura para la manzana A, B, C y D del Barrio Fraga, Chacarita, Comuna 15."
Lacarra Y Av. Cruz: Adecuación De Red Interna Cloacal Conjunto Habitacional 180 Viviendas,100.0,0.0,"Fernandez De La Cruz, F., Gral. Av. Y Lacarra Av.",8,Villa Soldati,2016-01-11,2016-04-09,Hidráulica E Infraestructura,"Mejoramiento Del Funcionamiento, La Reparación Y Desobstrucción De La Red Del Sistema Cloacal Del Conjunto De Viviendas."
Barrio Pirelli: Reparación De Espacios Comunes En Ch 108 Viviendas - BÂ° Pirelli,100.0,0.0,"Suarez, Jose Leon 3701",8,Villa Lugano,2016-01-15,2016-04-13,Hidráulica E Infraestructura,"Reparaciones En Accesos, Tratamiento De Filtraciones, Reparación De Marquesina Y Cielorrasos. Puesta En Valor De Luminarias Y Pasillos"
"Barrio Los Piletones: Demolición De Viviendas Para Apertura Y Liberación De Espacios, Manzana Nº 9 Del Barrio Los Piletones",100.0,0.0,Lacarra Av. 2850,8,Villa Soldati,2015-11-24,2016-01-22,Hidráulica E Infraestructura,"Demolición De Las Viviendas De Manzana 9, 1012/2, 2415/4 Y 23/4 Para La Apertura De La Calle Que Dividirá La Manzana 9 De La Manzana 1"
Barrio Los Piletones: Demolición De Viviendas Para Apertura Y Liberación De Espacios En La Manzana Nº 10 Del Barrio Los Piletones,100.0,0.0,Lacarra Av. 2700,8,Villa Soldati,2015-11-24,2016-01-22,Hidráulica E Infraestructura,"La Demolición De Las Viviendas De Manzana 10, 1710/4 - 2103/5 - 2210/6.-.2412/6.-.2212/6-.-1813/7.-.1810/7.-.1006/8.-.1005/9, Con El Propósito De Recuperar El Borde Original Del Lago Regulador"
Barrio Fraga: Vivienda,100.0,0.0,"Fraga Y Garcia, Teodoro",15,Chacarita,2018-01-03,2019-09-30,Vivienda,"Barrio Fraga, Etapa 2. 678 Viviendas, 70 Locales Comerciales y Obras Exteriores. Tipologí­a Pb + 2 / 4 / 8 Pisos. Prolong. Av. Triunvirato, Av. Elcano, Guevara, Prolong. Céspedes, Prolong. Teodoro Garcí­a y Ví­as Ffcc Urquiza. Barrio Chacarita, Comuna 15."
Barrio Los Piletones: Demolición De Vivienda Para Materialización De Ochava En La Manzana 5a - Casa 1732/1- Barrio Los Piletones,100.0,0.0,Nuestra Sra. De Caacupé 3849,8,Villa Soldati,2016-06-27,2016-08-25,Hidráulica E Infraestructura,"La Demolición De Una Vivienda De Manzana 5a, Correspondiente A La Unidad Funcional Nº 2 De La Casa 1732/1, Lote 9 De Manzana 5 A"
Barrio Fraga: Vivienda,100.0,0.0,"Fraga Y Garcia, Teodoro",15,Chacarita,2018-01-03,2019-07-30,Vivienda,"Barrio Fraga, Etapa 2. 678 Viviendas, 70 Locales Comerciales y Obras Exteriores. Tipologí­a Pb + 2 / 4 / 8 Pisos. Prolong. Av. Triunvirato, Av. Elcano, Guevara, Prolong. Céspedes, Prolong. Teodoro Garcí­a Y Ví­as Ffcc Urquiza. Barrio Chacarita, Comuna 15."
Buenos Aires Playa 2016: Parque Indoamericano Obra Civil,100.0,0.0,Escalada Av. Y Castañares Av.,8,Villa Soldati,2016-12-14,2016-01-02,Espacio Público,Ejecucion De Playa Seca Para Programa Bs As Playa 2016
Buenos Aires Playa 2016:Parque Indoamericano Mantenimiento,100.0,0.0,Escalada Av. Y Castañares Av.,8,Villa Soldati,2016-01-04,2016-02-26,Espacio Público,Ejecucion De Playa Seca Para Programa Bs As Playa 2016
Buenos Aires Playa 2016: Parque Indoamericano - Instalación Eléctrica,100.0,0.0,Escalada Av. Y Castañares Av.,8,Villa Soldati,2015-12-14,2015-12-24,Espacio Público,Ejecucion De Playa Seca Para Programa Bs As Playa 2016
Barrio Los Piletones: Demolición De Viviendas Para La Liberación De Espacios Manzana Nº 10,100.0,0.0,Lacarra Av. 2700,8,Villa Soldati,2016-05-16,2016-06-14,Hidráulica E Infraestructura,En Respuesta A Amparos Judiciales Por Estar Dentro De Los Limites Del Lago
Barrio Los Piletones: Mejoramiento Del Sector Liberado Sobre El Lago Soldati Manzana NÂ° 9,100.0,0.0,Lacarra Av. 2700,8,Villa Soldati,2016-07-20,2016-08-18,Hidráulica E Infraestructura,Mejoramiento Del Sector Ya Demolido Con El Propósito De Recuperar El Borde Original Del Lago Regulador.
